AA制	ei˥ ei˥ ʦɐi˧
斩眼	ʦaːm˧˥ ŋaːn˩˧
斩缆	ʦaːm˧˥ laːm˨
斪	kʰɵy˨˩
斫	ʦœːk̚˧
斬	tsaːm˧˥
斬人	tsaːm˧˥ jɐn˨˩
斬件	tsaːm˧˥ kiːn˨
斬傷	tsaːm˧˥ sœːŋ˥
斬到一頸血	tsaːm˧˥ tou˧ jɐt̚˥ kɛːŋ˧˥ hyːt̚˧
斬吓眼	tsaːm˧˥ haː˩˧ ŋaːn˩˧
斬手指	tsaːm˧˥ sɐu˧˥ tsiː˧˥
斬柴	tsaːm˧˥ tsʰaːi˨˩
斬柴佬	tsaːm˧˥ tsʰaːi˨˩ lou˧˥
斬樹	tsaːm˧˥ syː˨
斬纜	tsaːm˧˥ laːm˨
斬頭	tsaːm˧˥ tʰɐu˧˥
斬頭鬼	tsaːm˧˥ tʰɐu˧˥ kʷɐi˧˥
断	tyːn˧
断估	tyːn˧ kuː˧˥
断只卖	tyːn˧ ʦɛːk̚˧ maːi˨
断壁残垣	tyːn˨ pɪk̚˥ ʦʰaːn˨˩ uːn˨˩
断尾	tʰyːn˩˧ mei˩˧
断市	tʰyːn˩˧ siː˩˧
断斤卖	tyːn˧ kɐn˥ maːi˨
斮	ʦœːk̚˧
斯	siː˥
斯文	siː˥ mɐn˨˩
斯斯文文	siː˥ siː˥ mɐn˨˩ mɐn˨˩
新	sɐn˥
新人	sɐn˥ jɐn˧˥
新仔	sɐn˥ ʦɐi˧˥
新來乍到	sɐn˥ lɔːi˨˩ tsaː˧ tou˧
新兴	sɐn˥ hɪŋ˥
新净	sɐn˥ ʦɛːŋ˨
新发明	sɐn˥ faːt̚˧ mɪŋ˨˩
新嘢	sɐn˥ jɛː˩˧
新嚟新猪肉	sɐn˥ lei˨˩ sɐn˥ ʦyː˥ jʊk̚˨
新嚟新豬肉	sɐn˥ lei˨˩ sɐn˥ tsyː˥ jʊk̚˨
新地	sɐn˥ tei˧˥
新娘	sɐn˥ nœːŋ˨˩
新婚燕尔	sɐn˥ fɐn˥ jiːn˧ jiː˩˧
新婚燕爾	sɐn˥ fɐn˥ jiːn˧ jiː˩˧
新年	sɐn˥ niːn˨˩
新年咭	sɐn˥ niːn˨˩ kʰaːt̚˥
新年头	sɐn˥ niːn˨˩ tʰɐu˧˥
新年快乐	sɐn˥ niːn˨˩ faːi˧ lɔːk̚˨
新年流流	sɐn˥ niːn˨˩ lɐu˨˩ lɐu˨˩
新意思	sɐn˥ iː˧ siː˥
新抱	sɐm˥ pʰou˩˧
新抱仔	sɐm˥ pʰou˩˧ ʦɐi˧˥
新抱茶	sɐn˥ pʰou˩˧ ʦʰaː˨˩
新来乍到	sɐn˥ lɔːi˨˩ ʦaː˧ tou˧
新正头	sɐn˥ ʦɪŋ˥ tʰɐu˨˩
新正頭	sɐn˥ tsɪŋ˥ tʰɐu˨˩
新淨	sɐn˥ tsɛːŋ˨
新登场	sɐn˥ tɐŋ˥ ʦʰœːŋ˨˩
新登場	sɐn˥ tɐŋ˥ tsʰœːŋ˨˩
新發明	sɐn˥ faːt̚˧ mɪŋ˨˩
新石器时代	sɐn˥ sɛːk̚˨ hei˧ siː˨˩ tɔːi˨
新石器時代	sɐn˥ sɛːk̚˨ hei˧ siː˨˩ tɔːi˨
新穎	sɐn˥ wɪŋ˨
新聞	sɐn˥ mɐn˨˩
新聞台	sɐn˥ mɐn˨˩ tʰɔːi˨˩
新聞稿	sɐn˥ mɐn˨˩ kou˧˥
新興	sɐn˥ hɪŋ˥
新血	sɐn˥ hyːt̚˧
新記	sɐn˥ kei˧
新记	sɐn˥ kei˧
新郎	sɐn˥ lɔːŋ˨˩
新郎哥	sɐn˥ lɔːŋ˨˩ kɔː˥
新闻	sɐn˥ mɐn˨˩
新闻台	sɐn˥ mɐn˨˩ tʰɔːi˨˩
新闻稿	sɐn˥ mɐn˨˩ kou˧˥
新陈代谢	sɐn˥ ʦʰɐn˨˩ tɔːi˨ ʦɛː˨
新陳代謝	sɐn˥ tsʰɐn˨˩ tɔːi˨ tsɛː˨
新颖	sɐn˥ wɪŋ˨
新鮮	sɐn˥ siːn˥
新鮮熱辣	sɐn˥ siːn˥ jiːt̚˨ laːt̚˨
新鮮空氣	sɐn˥ siːn˥ hʊŋ˥ hei˧
新鲜	sɐn˥ siːn˥
新鲜热辣	sɐn˥ siːn˥ iːt̚˨ laːt̚˨
新鲜空气	sɐn˥ siːn˥ hʊŋ˥ hei˧
斲	tœːk̚˧
斳	kʰɐn˨˩
斶	ʦʰʊk̚˥
斷	tyːn˧
斷估	tyːn˧ kuː˧˥
斷壁殘垣	tyːn˨ pɪk̚˥ tsʰaːn˨˩ wuːn˨˩
斷尾	tʰyːn˩˧ mei˩˧
斷市	tʰyːn˩˧ siː˩˧
斷斤賣	tyːn˧ kɐn˥ maːi˨
斷隻賣	tyːn˧ tsɛːk̚˧ maːi˨
斸	tsʊk̚˥
方	fɔːŋ˥
方便	fɔːŋ˥ piːn˨
方包	fɔːŋ˥ paːu˥
方向	fɔːŋ˥ hœːŋ˧
方向感	fɔːŋ˥ hœːŋ˧ kɐm˧˥
方式	fɔːŋ˥ sɪk̚˥
方案	fɔːŋ˥ ɔːn˧
方步	fɔːŋ˥ pou˨
方法	fɔːŋ˥ faːt̚˧
方略	fɔːŋ˥ lœːk̚˨
方糖	fɔːŋ˥ tʰɔːŋ˨˩
方言	fɔːŋ˥ iːn˨˩
方面	fɔːŋ˥ miːn˨
方飽	fɔːŋ˥ paːu˥
方饱	fɔːŋ˥ paːu˥
於是	jyː˥ siː˨
於是乎	jyː˥ siː˨ fuː˨˩
施	iː˨
施捨	siː˥ sɛː˧˥
施肥	siː˥ fei˨˩
施舍	siː˥ sɛː˧˥
施虐	siː˥ jœːk̚˨
斿	jɐu˨˩
旁	pʰɔːŋ˨˩
旁听	pʰɔːŋ˨˩ tʰɛːŋ˥
旁聽	pʰɔːŋ˨˩ tʰɛːŋ˥
旁边	pʰɔːŋ˨˩ piːn˥
旁邊	pʰɔːŋ˨˩ piːn˥
旂	kʰei˨˩
旃	ʦiːn˥
旄	mou˨˩
旅	lɵy˩˧
旅客	lɵy˩˧ haːk̚˧
旅游	lɵy˩˧ jɐu˨˩
旅游业	lɵy˩˧ jɐu˨˩ iːp̚˨
旅游团队	lɵy˩˧ jɐu˨˩ tʰyːn˨˩ tɵy˨
旅游巴	lɵy˩˧ jɐu˨˩ paː˥
旅游巴司机	lɵy˩˧ jɐu˨˩ paː˥ siː˥ kei˥
旅游巴士	lɵy˩˧ jɐu˨˩ paː˥ siː˧˥
旅游巴士司机	lɵy˩˧ jɐu˨˩ paː˥ siː˧˥ siː˥ kei˥
旅程	lɵy˩˧ ʦʰɪŋ˨˩
旅行	lɵy˩˧ hɐŋ˨˩
旅行团	lɵy˩˧ hɐŋ˨˩ tʰyːn˨˩
旅行團	lɵy˩˧ hɐŋ˨˩ tʰyːn˨˩
旅途	lɵy˩˧ tʰou˨˩
旅遊	lɵy˩˧ jɐu˨˩
旅遊團隊	lɵy˩˧ jɐu˨˩ tʰyːn˨˩ tɵy˨
旅遊巴	lɵy˩˧ jɐu˨˩ paː˥
旅遊巴司機	lɵy˩˧ jɐu˨˩ paː˥ siː˥ kei˥
旅遊巴士	lɵy˩˧ jɐu˨˩ paː˥ siː˧˥
旅遊巴士司機	lɵy˩˧ jɐu˨˩ paː˥ siː˧˥ siː˥ kei˥
旅遊業	lɵy˩˧ jɐu˨˩ jiːp̚˨
旅館	lɵy˩˧ kuːn˧˥
旅馆	lɵy˩˧ kuːn˧˥
旆	pʰuːi˧
旈	lɐu˨˩
旋	syːn˨˩
旋即	syːn˨˩ tsɪk̚˥
旋律	syːn˨˩ lɵt̚˨
旋轉乾坤	syːn˨˩ tsyːn˧˥ kʰiːn˨˩ kʷʰɐn˥
旋轉乾坤之力	syːn˨˩ tsyːn˧˥ kʰiːn˨˩ kʷʰɐn˥ tsiː˥ lɪk̚˨
旋转乾坤	syːn˨˩ ʦyːn˧˥ kʰiːn˨˩ kʷʰɐn˥
旋转乾坤之力	syːn˨˩ ʦyːn˧˥ kʰiːn˨˩ kʷʰɐn˥ ʦiː˥ lɪk̚˨
旌	sɪŋ˥
旌旗	ʦɪŋ˥ kʰei˨˩
旍	ʦɪŋ˥
旎	nei˩˧
族	ʦʊk̚˨
族群	ʦʊk̚˨ kʷʰɐn˨˩
族裔	ʦʊk̚˨ jɵy˨
旐	siːu˨
旒	lɐu˨˩
旓	saːu˥
旖	iː˧˥
旖旎	iː˧˥ nei˩˧
旖旎风情	iː˧˥ nei˩˧ fʊŋ˥ ʦʰɪŋ˨˩
旗	kʰei˨˩
旗帜	kʰei˨˩ ʦʰiː˧
旗幟	kʰei˨˩ tsʰiː˧
旗舰	kʰei˨˩ laːm˨
旗舰店	kʰei˨˩ laːm˨ tiːm˧
旗艦	kʰei˨˩ laːm˨
旗艦店	kʰei˨˩ laːm˨ tiːm˧
旗袍	kʰei˨˩ pʰou˨˩
旗魚	kʰei˨˩ jyː˨˩
旗鱼	kʰei˨˩ jyː˨˩
旛	faːn˥
旝	kʰuːi˧˥
旟	jyː˨˩
无	mou˨˩
无与伦比	mou˨˩ jyː˩˧ lɵn˨˩ pei˧˥
无业	mou˨˩ iːp̚˨
无业游民	mou˨˩ iːp̚˨ jɐu˨˩ mɐn˨˩
无产阶级	mou˨˩ ʦʰaːn˧˥ kaːi˥ kʰɐp̚˥
无产阶级革命	mou˨˩ ʦʰaːn˧˥ kaːi˥ kʰɐp̚˥ kaːk̚˧ mɪŋ˨
无人问津	mou˨˩ jɐn˨˩ mɐn˨ ʦɵn˥
无从	mou˨˩ ʦʰʊŋ˨˩
无从交代	mou˨˩ ʦʰʊŋ˨˩ kaːu˥ tɔːi˨
无他	mou˨˩ tʰaː˥
无价	mou˨˩ kaː˧
无价之宝	mou˨˩ kaː˧ ʦiː˥ pou˧˥
无伤大雅	mou˨˩ sœːŋ˥ taːi˨ ŋaː˩˧
无偿	mou˨˩ sœːŋ˨˩
无党籍	mou˨˩ tɔːŋ˧˥ ʦɪk̚˨
无关痛痒	mou˨˩ kʷaːn˥ tʰʊŋ˧ jœːŋ˩˧
无关紧要	mou˩˧ kʷaːn˥ kɐn˧˥ iːu˧
无冤无仇	mou˨˩ jyːn˥ mou˨˩ sɐu˨˩
无凭无据	mou˨˩ pʰɐŋ˨˩ mou˨˩ kɵy˧
无出其右者	mou˨˩ ʦʰɵt̚˥ kʰei˨˩ jɐu˨ ʦɛː˧˥
无分	mou˨˩ fɐn˥
无分彼此	mou˨˩ fɐn˥ pei˧˥ ʦʰiː˩˧
无分轩轾	mou˨˩ fɐn˥ hiːn˥ ʦiː˧
无利可图	mou˨˩ lei˨ hɔː˧˥ tʰou˨˩
无力	mou˨˩ lɪk̚˨
无功而退	mou˨˩ kʊŋ˥ iː˨˩ tʰɵy˧
无动于衷	mou˨˩ tʊŋ˨ jyː˥ ʦʰʊŋ˥
无助	mou˨˩ ʦɔː˨
无助于	mou˨˩ ʦɔː˨ jyː˥
无厘头	mou˨˩ lei˨˩ tʰɐu˨˩
无可	mou˨˩ hɔː˧˥
无可厚非	mou˨˩ hɔː˧˥ hɐu˩˧ fei˥
无可奈何	mou˨˩ hɔː˧˥ nɔːi˨ hɔː˨˩
无可奉告	mou˨˩ hɔː˧˥ fʊŋ˨ kou˧
无可救药	mou˨˩ hɔː˧˥ kɐu˧ jœːk̚˨
无可避免	mou˨˩ hɔː˧˥ pei˨ miːn˩˧
无可非议	mou˨˩ hɔː˧˥ fei˥ iː˩˧
无名小卒	mou˨˩ mɪŋ˨˩ siːu˧˥ ʦɵt̚˥
无名指	mou˨˩ mɪŋ˨˩ ʦiː˧˥
无名氏	mou˨˩ mɪŋ˨˩ siː˨
无名火	mou˨˩ mɪŋ˨˩ fɔː˧˥
无名英雄	mou˨˩ mɪŋ˨˩ jɪŋ˥ hʊŋ˨˩
无后顾之忧	mou˨˩ hɐu˨ kuː˧ ʦiː˥ jɐu˥
无味	mou˨˩ mei˨
无啦啦	mou˨˩ naː˥ naː˥
无国籍	mou˨˩ kʷɔːk̚˧ ʦɪk̚˨
无地自容	mou˨˩ tei˨ ʦiː˨ jʊŋ˨˩
无垠	mou˨˩ ŋɐn˨˩
无声无息	mou˨˩ sɪŋ˥ mou˨˩ sɪk̚˥
无处可逃	mou˨˩ ʦʰyː˧ hɔː˧˥ tʰou˨˩
无奇不有	mou˨˩ kʰei˨˩ pɐt̚˥ jɐu˩˧
无奈	mou˨˩ nɔːi˨
无妨	mou˨˩ fɔːŋ˨˩
无孔不入	mou˨˩ hʊŋ˧˥ pɐt̚˥ jɐp̚˨
无害	mou˨˩ hɔːi˨
无家可归	mou˨˩ kaː˥ hɔː˧˥ kʷɐi˥
无尽	mou˨˩ ʦɵn˨
无尾熊	mou˨˩ mei˩˧ hʊŋ˨˩
无师自通	mou˨˩ siː˥ ʦiː˨ tʰʊŋ˥
无常	mou˨˩ sœːŋ˨˩
无底洞	mou˨˩ tɐi˧˥ tʊŋ˨
无庸置疑	mou˨˩ jʊŋ˨˩ ʦiː˧ iː˨˩
无异	mou˨˩ iː˨
无异议	mou˨˩ iː˨ iː˩˧
无异议通过	mou˨˩ iː˨ iː˩˧ tʰʊŋ˥ kʷɔː˧
无影无踪	mou˨˩ jɪŋ˧˥ mou˨˩ ʦʊŋ˥
无往不利	mou˨˩ wɔːŋ˩˧ pɐt̚˥ lei˨
无微不至	mou˨˩ mei˨˩ pɐt̚˥ ʦiː˧
无心之过	mou˨˩ sɐm˥ ʦiː˥ kʷɔː˧
无忧无虑	mou˨˩ jɐu˥ mou˨˩ lɵy˨
无怨无悔	mou˨˩ jyːn˧ mou˨˩ fuːi˧
无恙	mou˨˩ jœːŋ˨
无恶不作	mou˨˩ ɔːk̚˧ pɐt̚˥ ʦɔːk̚˧
无情	mou˨˩ ʦʰɪŋ˨˩
无情白事	mou˨˩ ʦʰɪŋ˨˩ paːk̚˨ siː˨
无意中	mou˨˩ iː˧ ʦʊŋ˥
无懈可击	mou˨˩ haːi˨ hɔː˧˥ kɪk̚˥
无所不为	mou˨˩ sɔː˧˥ pɐt̚˥ wɐi˨˩
无所不包	mou˨˩ sɔː˧˥ pɐt̚˥ paːu˥
无所不用其极	mou˨˩ sɔː˧˥ pɐt̚˥ jʊŋ˨ kʰei˨˩ kɪk̚˨
无所不知	mou˨˩ sɔː˧˥ pɐt̚˥ ʦiː˥
无所不能	mou˨˩ sɔː˧˥ pɐt̚˥ nɐŋ˨˩
无所事事	mou˨˩ sɔː˧˥ siː˨ siː˨
无所忌讳	mou˨˩ sɔː˧˥ kei˨ wɐi˩˧
无所畏惧	mou˨˩ sɔː˧˥ wɐi˧ kɵy˨
无所谓	mou˨˩ sɔː˧˥ wɐi˨
无所适从	mou˨˩ sɔː˧˥ sɪk̚˥ ʦʰʊŋ˨˩
无所遁形	mou˨˩ sɔː˧˥ tɵn˨ jɪŋ˨˩
无技可施	mou˨˩ kei˨ hɔː˧˥ siː˥
无拏拏	mou˨˩ naː˥ naː˥
无拘	mou˨˩ kʰɵy˥
无拘无束	mou˨˩ kʰɵy˥ mou˨˩ ʦʰʊk̚˥
无损	mou˨˩ syːn˧˥
无无端端	mou˨˩ mou˨˩ tyːn˥ tyːn˥
无机	mou˨˩ kei˥
无机化合物	mou˨˩ kei˥ faː˧ hɔːk̚˨ mɐt̚˨
无机化学	mou˨˩ kei˥ faː˧ hɔːk̚˨
无机可乘	mou˨˩ kei˥ hɔː˧˥ sɪŋ˨˩
无条件	mou˨˩ tʰiːu˨˩ kiːn˨
无条件投降	mou˨˩ tʰiːu˨˩ kiːn˨ tʰɐu˨˩ hɔːŋ˨˩
无止境	mou˨˩ ʦiː˧˥ kɪŋ˧˥
无毒不丈夫	mou˨˩ tʊk̚˨ pɐt̚˥ ʦœːŋ˨ fuː˥
无比	mou˨˩ pei˧˥
无法无天	mou˨˩ faːt̚˧ mou˨˩ tʰiːn˥
无济于事	mou˨˩ ʦɐi˧ jyː˥ siː˨
无涯	mou˨˩ ŋaːi˨˩
无牵无挂	mou˨˩ hiːn˥ mou˨˩ kʷaː˧
无独有偶	mou˨˩ tʊk̚˨ jɐu˩˧ ŋɐu˩˧
无理	mou˨˩ lei˩˧
无理取闹	mou˨˩ lei˩˧ ʦʰɵy˧˥ naːu˨
无瑕	mou˨˩ haː˨˩
无畏	mou˨˩ wɐi˧
无疑	mou˨˩ iː˨˩
无病呻吟	mou˨˩ pɪŋ˨ sɐn˥ jɐm˨˩
无的放矢	mou˨˩ tɪk̚˥ fɔːŋ˧ ʦʰiː˧˥
无益	mou˨˩ jɪk̚˥
无知	mou˨˩ ʦiː˥
无礼	mou˨˩ lɐi˩˧
无神论	mou˨˩ sɐn˨˩ lɵn˨
无福消受	mou˨˩ fʊk̚˥ siːu˥ sɐu˨
无稽之谈	mou˨˩ kʰɐi˥ ʦiː˥ tʰaːm˨˩
无穷无尽	mou˨˩ kʰʊŋ˨˩ mou˨˩ ʦɵn˨
无端挑衅	mou˨˩ tyːn˥ tʰiːu˥ jɐn˨
无端白事	mou˨˩ tyːn˥ paːk̚˨ siː˨
无端端	mou˨˩ tyːn˥ tyːn˥
无米之炊	mou˨˩ mɐi˩˧ ʦiː˥ ʦʰɵy˥
无精打采	mou˨˩ ʦɪŋ˥ taː˧˥ ʦʰɔːi˧˥
无线	mou˨˩ siːn˧
无线电	mou˨˩ siːn˧ tiːn˨
无线电台	mou˨˩ siːn˧ tiːn˨ tʰɔːi˨˩
无线电视	mou˨˩ siːn˧ tiːn˨ siː˨
无线电视台	mou˨˩ siːn˧ tiːn˨ siː˨ tʰɔːi˨˩
无线电话	mou˨˩ siːn˧ tiːn˨ waː˧˥
无线电通信	mou˨˩ siːn˧ tiːn˨ tʰʊŋ˥ sɵn˧
无缘	mou˨˩ jyːn˨˩
无缘无故	mou˨˩ jyːn˨˩ mou˨˩ kuː˧
无罪	mou˨˩ ʦɵy˨
无耻	mou˨˩ ʦʰiː˧˥
无耻之徒	mou˨˩ ʦʰiː˧˥ ʦiː˥ tʰou˨˩
无聊	mou˨˩ liːu˨˩
无聊赖	mou˨˩ liːu˨˩ laːi˨
无能	mou˨˩ nɐŋ˨˩
无能为力	mou˨˩ nɐŋ˨˩ wɐi˨˩ lɪk̚˨
无色	mou˨˩ sɪk̚˥
无花果	mou˨˩ faː˥ kʷɔː˧˥
无花果树	mou˨˩ faː˥ kʷɔː˧˥ syː˨
无补于事	mou˨˩ pou˧˥ jyː˥ siː˨
无视	mou˨˩ siː˨
无言	mou˨˩ iːn˨˩
无言以对	mou˨˩ iːn˨˩ iː˩˧ tɵy˧
无计可施	mou˨˩ kɐi˧ hɔː˧˥ siː˥
无论	mou˨˩ lɵn˨
无论如何	mou˨˩ lɵn˨ jyː˨˩ hɔː˨˩
无语	mou˨˩ jyː˩˧
无误	mou˨˩ ŋ˨
无谓	mou˨˩ wɐi˨
无谓嘢	mou˨˩ wɐi˨ jɛː˩˧
无赖	mou˨˩ laːi˨
无赖汉	mou˨˩ laːi˨ hɔːn˧
无足轻重	mou˨˩ ʦʊk̚˥ hɪŋ˥ ʦʰʊŋ˩˧
无踪	mou˨˩ ʦʊŋ˥
无辜	mou˨˩ kuː˥
无边无际	mou˨˩ piːn˥ mou˨˩ ʦɐi˧
无遗	mou˨˩ wɐi˨˩
无邪	mou˨˩ ʦʰɛː˨˩
无阻	mou˨˩ ʦɔː˧˥
无限	mou˨˩ haːn˨
无限公司	mou˨˩ haːn˨ kʊŋ˥ siː˥
无隙可乘	mou˨˩ kʷɪk̚˥ hɔː˧˥ sɪŋ˨˩
无非	mou˨˩ fei˥
无须	mou˨˩ sɵy˥
无颜见江东父老	mou˨˩ ŋaːn˨˩ kiːn˧ kɔːŋ˥ tʊŋ˥ fuː˨ lou˩˧
无风不起浪	mou˨˩ fʊŋ˥ pɐt̚˥ hei˧˥ lɔːŋ˨
无𠸎𠸎	mou˨˩ naː˥ naː˥
既	kei˧
既来之则安之	kei˧ lɔːi˨˩ ʦiː˥ ʦɐk̚˥ ɔːn˥ ʦiː˥
既然	kei˧ iːn˨˩
旣	kei˧
日	jɐt̚˨
日出	jɐt̚˨ ʦʰɵt̚˥
日前	jɐt̚˨ ʦʰiːn˨˩
日剧	jɐt̚˨ kʰɛːk̚˨
日劇	jɐt̚˨ kʰɛːk̚˨
日历	jɐt̚˨ lɪk̚˨
日報	jɐt̚˨ pou˧
日头	iːt̚˨ tʰɐu˧˥
日头青青	jɐt̚˨ tʰɐu˧˥ ʦʰɛːŋ˥ ʦʰɛːŋ˥
日子	jɐt̚˨ tsiː˧˥
日子流流長	jɐt̚˨ tsiː˧˥ lɐu˨˩ lɐu˨˩ tsʰœːŋ˨˩
日子流流长	jɐt̚˨ ʦiː˧˥ lɐu˨˩ lɐu˨˩ ʦʰœːŋ˨˩
日常用品	jɐt̚˨ sœːŋ˨˩ jʊŋ˨ pɐn˧˥
日息	jɐt̚˨ sɪk̚˥
日报	jɐt̚˨ pou˧
日新月异	jɐt̚˨ sɐn˥ jyːt̚˨ iː˨
日新月異	jɐt̚˨ sɐn˥ jyːt̚˨ jiː˨
日日	jɐt̚˨ jɐt̚˨
日晕	jɐt̚˨ wɐn˨
日晷	jɐt̚˨ kʷɐi˧˥
日暈	jɐt̚˨ wɐn˨
日曆	jɐt̚˨ lɪk̚˨
日更	jɐt̚˨ kaːŋ˥
日月如梭	jɐt̚˨ jyːt̚˨ jyː˨˩ sɔː˥
日渐	jɐt̚˨ tsiːm˨
日漸	jɐt̚˨ tsiːm˨
日落	jɐt̚˨ lɔːk̚˨
日裔	jɐt̚˨ jɵy˨
日記	jɐt̚˨ kei˧
日记	jɐt̚˨ kei˧
日趋严重	jɐt̚˨ ʦʰɵy˥ iːm˨˩ ʦʊŋ˨
日趨嚴重	jɐt̚˨ tsʰɵy˥ jiːm˨˩ tsʊŋ˨
日頭	jiːt̚˨ tʰɐu˧˥
日頭青青	jɐt̚˨ tʰɐu˧˥ tsʰɛːŋ˥ tsʰɛːŋ˥
旦	taːn˧
旦夕	taːn˧ ʦɪk̚˨
旧	kɐu˨
旧俗	kɐu˨ ʦʊk̚˨
旧历	kɐu˨ lɪk̚˨
旧年	kɐu˨ niːn˨˩
旧底	kɐu˨ tɐi˧˥
旧日	kɐu˨ jɐt̚˨
旧时	kɐu˨ siː˨˩
旧阵时	kɐu˨ ʦɐn˨ siː˨˩
旨	ʦiː˧˥
旨意	ʦiː˧˥ iː˩˧
旨意你	ʦiː˧˥ iː˩˧ nei˩˧
早	ʦou˧˥
早一排	ʦou˧˥ jɐt̚˥ pʰaːi˧˥
早唞	ʦou˧˥ tʰɐu˧˥
早啲番嚟	ʦou˧˥ tiː˥ faːn˥ lei˨˩
早啲翻嚟	ʦou˧˥ tiː˥ faːn˥ lei˨˩
早啲返嚟	ʦou˧˥ tiː˥ faːn˥ lei˨˩
早抖	ʦou˧˥ tʰɐu˧˥
早排	ʦou˧˥ pʰaːi˧˥
早敨	ʦou˧˥ tʰɐu˧˥
早晨	ʦou˧˥ sɐn˨˩
早熟	tsou˧˥ sʊk̚˨
早瞓	ʦou˧˥ fɐn˧
早走早著	ʦou˧˥ ʦɐu˧˥ ʦou˧˥ ʦœːk̚˨
早造	ʦou˧˥ ʦou˨
早餐	ʦou˧˥ ʦʰaːn˥
旬	ʦʰɵn˨˩
旭	jʊk̚˥
旭日	jʊk̚˥ jɐt̚˨
旮	kɔː˥
旮旯	kɔː˥ lɔː˥
旯	lɔː˥
旰	kɔːn˧
旱	hɔːn˩˧
旱災	hɔːn˩˧ tsɔːi˥
旱灾	hɔːn˩˧ ʦɔːi˥
旳	tɪk̚˥
旴	hɵy˥
时	siː˨˩
时事	siː˨˩ siː˨
时代	siː˨˩ tɔːi˨
时候	siː˨˩ hɐu˨
时候唔够	siː˨˩ hɐu˨ m̩˨˩ kɐu˧
时兴	siː˨˩ hɪŋ˥
时刻	siː˨˩ hɐk̚˥
时唛	siː˨˩ mɐk̚˥
时尚	siː˨˩ sœːŋ˨
时时	siː˨˩ siː˨˩
时期	siː˨˩ kʰei˨˩
时款	siː˨˩ fuːn˧˥
时款手表	siː˨˩ fuːn˧˥ sɐu˧˥ piːu˥
时空	siː˨˩ hʊŋ˥
时装	siː˨˩ ʦɔːŋ˥
时装骚	siː˨˩ ʦɔːŋ˥ sou˥
时过境迁	siː˨˩ kʷɔː˧ kɪŋ˧˥ ʦʰiːn˥
时间	siː˨˩ kaːn˧
时间从容	siː˨˩ kaːn˧ sʊŋ˥ jʊŋ˨˩
时间廊	siː˨˩ kaːn˧ lɔːŋ˨˩
时间表	siː˨˩ kaːn˧ piːu˧˥
时髦	siː˨˩ mou˨˩
旷	kʷʰɔːŋ˧
旷野	kʷʰɔːŋ˧ jɛː˩˧
旸	jœːŋ˨˩
旹	siː˨˩
旺	wɔːŋ˨
旺区	wɔːŋ˨ kʰɵy˥
旺區	wɔːŋ˨ kʰɵy˥
旻	mɐn˨˩
旼	mɐn˨˩
昀	wɐn˨˩
昂	ŋɔːŋ˨˩
昃	ʦɐk̚˥
昄	paːn˧˥
昆	kʷɐn˥
昆仑山	kʷʰɐn˥ lɵn˨˩ saːn˥
昆明	kʷʰɐn˥ mɪŋ˨˩
昆曲	kʷʰɐn˥ kʰʊk̚˥
昆腔	kʷʰɐn˥ hɔːŋ˥
昆虫	kʷʰɐn˨˩ ʦʰʊŋ˨˩
昆蟲	kʷʰɐn˨˩ tsʰʊŋ˨˩
昇	sɪŋ˥
昉	fɔːŋ˧˥
昊	hou˨
昌	ʦʰœːŋ˥
昌盛	ʦʰœːŋ˥ sɪŋ˨
明	mɪŋ˨˩
明了	mɪŋ˨˩ liːu˨˩
明争	mɪŋ˨˩ ʦɐŋ˥
明争暗斗	mɪŋ˨˩ ʦɐŋ˥ ɐm˧ tɐu˧
明亮	mɪŋ˨˩ lœːŋ˨
明人	mɪŋ˨˩ jɐn˨˩
明人不做暗事	mɪŋ˨˩ jɐn˨˩ pɐt̚˥ ʦou˨ ɐm˧ siː˨
明人不说暗话	mɪŋ˨˩ jɐn˨˩ pɐt̚˥ syːt̚˧ ɐm˧ waː˧˥
明代	mɪŋ˨˩ tɔːi˨
明令	mɪŋ˨˩ lɪŋ˨
明信片	mɪŋ˨˩ sɵn˧ pʰiːn˧˥
明光	mɪŋ˨˩ kʷɔːŋ˥
明净	mɪŋ˨˩ ʦɪŋ˨
明升暗降	mɪŋ˨˩ sɪŋ˥ ɐm˧ kɔːŋ˧
明哲	mɪŋ˨˩ ʦiːt̚˧
明哲保身	mɪŋ˨˩ ʦiːt̚˧ pou˧˥ sɐn˥
明唔明	mɪŋ˨˩ m̩˨˩ mɪŋ˨˩
明喻	mɪŋ˨˩ jyː˨
明天	mɪŋ˨˩ tʰiːn˥
明媒正娶	mɪŋ˨˩ muːi˨˩ ʦɪŋ˧ ʦʰɵy˧˥
明媚	mɪŋ˨˩ mei˨
明察	mɪŋ˨˩ ʦʰaːt̚˧
明察暗访	mɪŋ˨˩ ʦʰaːt̚˧ ɐm˧ fɔːŋ˧˥
明察秋毫	mɪŋ˨˩ ʦʰaːt̚˧ ʦʰɐu˥ hou˨˩
明年	mɪŋ˨˩ niːn˨˩
明弃暗取	mɪŋ˨˩ hei˧ ɐm˧ ʦʰɵy˧˥
明心見性	mɪŋ˨˩ sɐm˥ kiːn˧ sɪŋ˧
明心见性	mɪŋ˨˩ sɐm˥ kiːn˧ sɪŋ˧
明志	mɪŋ˨˩ ʦiː˧
明快	mɪŋ˨˩ faːi˧
明摆	mɪŋ˨˩ paːi˧˥
